
order_id,order_date,supplier_id,supplier_name,country,material,price_unit,price_per_unit,quantity,total_price,delivery_time_days,on_time_delivery_rate,defect_pct
ORD000080,2023-12-19,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8834.18,542,4788127.14,36,0.838,0.046
ORD000081,2023-12-09,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8795.81,577,5075181.19,22,0.959,0.0799
ORD000082,2024-03-10,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8911.23,474,4223924.24,8,0.89,0.1116
ORD000083,2024-09-18,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8932.37,427,3814122.15,28,0.919,0.0847
ORD000084,2025-06-15,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8851.0,270,2389771.17,35,0.959,0.0203
ORD000085,2024-01-07,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8959.57,793,7104941.07,34,0.842,0.1414
ORD000086,2025-05-13,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8917.82,864,7704992.8,29,0.913,0.0353
ORD000087,2024-07-06,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8969.11,655,5874768.91,11,0.875,0.0392
ORD000088,2023-12-03,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8963.09,366,3280492.32,17,0.908,0.1129
ORD000089,2025-07-16,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9038.46,428,3868461.96,12,0.912,0.0592
ORD000090,2025-04-25,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9035.08,440,3975434.3,20,0.936,0.0949
ORD000091,2025-04-18,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8978.27,286,2567785.46,28,0.829,0.0408
ORD000092,2023-12-18,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8916.47,639,5697623.78,32,0.968,0.1303
ORD000093,2024-08-10,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9030.12,773,6980286.44,22,0.904,0.1187
ORD000094,2023-02-08,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8982.87,505,4536347.52,24,0.999,0.0509
ORD000095,2025-04-06,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8799.97,638,5614379.49,12,0.82,0.1196
ORD000096,2023-02-27,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8859.95,140,1240392.73,39,0.945,0.0009
ORD000097,2025-07-31,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8950.34,835,7473536.72,20,0.889,0.1428
ORD000098,2024-08-28,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9069.63,521,4725279.31,36,0.906,0.0679
ORD000099,2025-04-27,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8996.01,338,3040651.14,20,0.957,0.0136
ORD000100,2023-02-06,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9057.43,445,4030554.9,22,0.953,0.0648
ORD000101,2024-07-29,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8970.08,439,3937865.12,39,0.887,0.059
ORD000102,2024-10-17,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8892.34,92,818095.25,38,0.96,0.144
ORD000103,2023-01-22,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8872.21,639,5669342.89,17,0.916,0.0046
ORD000104,2025-09-15,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9072.59,714,6477827.72,34,0.881,0.0589
ORD000105,2025-06-05,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8974.28,698,6264044.24,47,0.89,0.1117
ORD000106,2023-08-25,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8945.03,692,6189961.38,29,0.971,0.1298
ORD000107,2024-07-11,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9070.59,589,5342579.35,17,0.898,0.06
ORD000108,2023-10-25,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8953.34,580,5192939.52,20,0.959,0.1226
ORD000109,2024-10-15,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9033.75,535,4833053.6,19,0.835,0.0567
ORD000110,2024-07-26,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8875.54,822,7295694.19,49,0.803,0.1313
ORD000111,2024-02-16,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9037.63,778,7031280.0,45,0.823,0.1291
ORD000112,2025-06-08,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9113.42,529,4821000.48,36,0.838,0.1432
ORD000113,2025-03-10,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9141.48,369,3373206.99,32,0.877,0.0239
ORD000114,2024-05-10,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9127.06,475,4335353.12,44,0.904,0.0479
ORD000115,2024-12-22,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9048.01,264,2388675.72,13,0.95,0.1303
ORD000116,2024-03-11,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8929.0,177,1580432.74,13,0.873,0.0308
ORD000117,2023-11-07,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8980.21,557,5001978.42,16,0.965,0.014
ORD000118,2024-10-05,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9024.22,589,5315262.98,33,0.999,0.0332
ORD000119,2024-11-11,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9203.05,430,3957310.03,23,0.904,0.1411
ORD000120,2024-03-25,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9095.3,387,3519880.86,39,0.908,0.1256
ORD000121,2024-10-16,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8906.77,109,970838.3,43,0.87,0.135
ORD000122,2024-06-12,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8827.79,322,2842548.2,41,0.928,0.0736
ORD000123,2025-06-28,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8828.53,252,2224788.97,34,0.989,0.0023
ORD000124,2023-10-06,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8836.01,791,6989280.63,31,0.927,0.0649
ORD000125,2024-01-22,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8714.05,746,6500682.52,36,0.997,0.1489
ORD000126,2024-01-06,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8755.94,155,1357171.06,19,0.965,0.1379
ORD000127,2024-12-07,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8700.5,807,7021299.68,8,0.969,0.0818
ORD000128,2024-09-15,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8779.04,885,7769450.77,5,0.844,0.0298
ORD000129,2024-03-15,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8871.7,624,5535938.98,43,0.885,0.0716
ORD000130,2024-02-04,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8853.33,429,3798079.57,21,0.84,0.0917
ORD000131,2025-06-05,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8882.48,763,6777328.67,37,0.898,0.0733
ORD000132,2024-10-07,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8926.94,576,5141919.76,42,0.879,0.1176
ORD000133,2024-03-31,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8950.9,489,4376989.96,8,0.885,0.1419
ORD000134,2024-12-24,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8778.38,421,3695698.63,5,0.919,0.0228
ORD000135,2023-11-07,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8608.96,333,2866784.4,36,0.937,0.0739
ORD000136,2024-07-01,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8648.47,615,5318808.1,16,0.85,0.0746
ORD000137,2024-02-03,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8563.04,255,2183575.7,14,0.878,0.0401
ORD000138,2025-09-28,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8563.99,413,3536928.64,26,0.878,0.0212
ORD000139,2023-02-17,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8753.87,366,3203917.75,18,0.887,0.1276
ORD000140,2024-07-31,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8867.61,505,4478143.04,41,0.81,0.0618
ORD000141,2025-05-30,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9051.4,543,4914907.97,49,0.845,0.1388
ORD000142,2024-11-12,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8887.91,358,3181870.86,42,0.839,0.1142
ORD000143,2024-02-22,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8908.29,636,5665670.4,25,0.968,0.0603
ORD000144,2024-09-27,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9021.89,559,5043237.07,14,0.887,0.1326
ORD000145,2024-12-31,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9179.57,656,6021797.28,17,0.885,0.0493
ORD000146,2025-07-16,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9231.05,564,5206311.01,12,0.901,0.1047
ORD000147,2023-03-19,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9174.1,602,5522806.67,19,0.934,0.0211
ORD000148,2024-10-11,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9266.15,337,3122691.29,24,0.976,0.014
ORD000149,2023-05-04,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9027.3,906,8178733.66,35,0.974,0.1322
ORD000150,2023-04-26,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9099.58,500,4549790.78,5,0.842,0.1416
ORD000151,2024-11-08,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9057.05,744,6738447.79,26,0.965,0.0227
ORD000152,2025-01-14,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9167.15,86,788375.01,18,0.842,0.103
ORD000153,2024-04-18,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9030.38,527,4759010.6,16,0.958,0.0417
ORD000154,2025-04-10,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9049.72,123,1113116.0,14,0.848,0.0765
ORD000155,2024-05-22,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9021.01,574,5178062.23,26,0.893,0.0892
ORD000156,2023-08-21,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,8935.56,707,6317441.8,17,0.97,0.0593
ORD000157,2023-04-05,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9134.01,375,3425254.87,17,0.998,0.0739
ORD000158,2023-12-08,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9151.59,549,5024222.46,26,0.817,0.1025
ORD000159,2024-03-26,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9099.07,430,3912599.43,49,0.811,0.0484
ORD000160,2024-10-24,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9133.62,491,4484606.02,17,0.865,0.019
ORD000161,2023-02-20,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9216.38,674,6211836.77,5,0.932,0.0347
ORD000162,2024-07-10,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9265.83,349,3233773.09,30,0.986,0.1195
ORD000163,2024-10-15,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9331.41,467,4357770.17,30,0.929,0.0356
ORD000164,2024-06-13,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9248.38,849,7851878.19,7,0.92,0.1364
ORD000165,2024-01-04,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9362.54,418,3913540.53,33,0.972,0.032
ORD000166,2024-08-23,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9493.89,425,4034904.64,26,0.884,0.0697
ORD000167,2024-05-16,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9709.0,455,4417593.48,8,0.849,0.0306
ORD000168,2023-04-03,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9679.94,640,6195158.57,17,0.827,0.1247
ORD000169,2023-09-01,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9619.06,631,6069628.21,29,0.932,0.0142
ORD000170,2023-12-02,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9583.64,677,6488125.09,27,0.955,0.1475
ORD000171,2023-10-07,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9553.31,383,3658916.0,27,0.982,0.0031
ORD000172,2023-11-22,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9704.85,911,8841122.88,39,0.803,0.1115
ORD000173,2024-02-14,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9748.1,740,7213593.02,5,0.849,0.0856
ORD000174,2023-05-17,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9637.76,727,7006649.51,14,0.988,0.0333
ORD000175,2023-06-28,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9454.31,436,4122078.39,22,0.969,0.1457
ORD000176,2023-06-14,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9668.09,479,4631017.02,5,0.947,0.0628
ORD000177,2024-10-07,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9603.51,540,5185894.36,39,0.847,0.1277
ORD000178,2024-12-12,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9622.49,524,5042185.21,18,0.822,0.0148
ORD000179,2023-04-26,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9752.45,408,3978998.72,33,0.978,0.104
ORD000180,2025-02-06,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9850.74,680,6698500.93,30,0.991,0.0449
ORD000181,2024-11-03,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9799.04,223,2185186.79,7,0.864,0.0071
ORD000182,2023-03-11,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9589.83,391,3749622.92,15,0.863,0.1411
ORD000183,2024-12-29,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9531.86,770,7339535.85,34,0.93,0.0661
ORD000184,2024-11-16,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9526.67,103,981246.99,26,0.989,0.1487
ORD000185,2023-01-09,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9437.83,915,8635610.0,5,0.921,0.0494
ORD000186,2024-12-04,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9319.3,640,5964349.25,11,0.851,0.0192
ORD000187,2024-08-11,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9276.8,522,4842487.57,35,0.974,0.1457
ORD000188,2023-09-21,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9292.67,827,7685035.39,16,0.808,0.044
ORD000189,2024-01-29,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9282.03,544,5049426.01,49,0.983,0.06
ORD000190,2023-07-04,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9365.26,658,6162340.89,13,0.858,0.124
ORD000191,2024-11-23,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9231.83,496,4578989.99,48,0.953,0.0103
ORD000192,2024-02-27,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9256.37,429,3970983.92,38,0.962,0.0128
ORD000193,2023-05-05,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9124.95,167,1523866.39,38,0.929,0.1072
ORD000194,2025-02-05,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9079.12,564,5120621.94,27,0.922,0.053
ORD000195,2024-09-04,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9113.64,506,4611501.27,44,0.865,0.0058
ORD000196,2025-08-26,SUP002,Aurora Corporation,Germany,Copper,USD_per_ton,9188.52,472,4336979.34,41,0.926,0.0511
ORD000197,2025-04-28,SUP003,Prime Group,USA,Copper,USD_per_ton,8755.29,954,8352546.99,18,0.898,0.041
ORD000198,2024-04-02,SUP003,Prime Group,USA,Copper,USD_per_ton,8816.41,761,6709291.15,35,0.978,0.0079
ORD000199,2023-07-19,SUP003,Prime Group,USA,Copper,USD_per_ton,8751.92,815,7132816.09,34,0.98,0.1104
ORD000200,2025-07-24,SUP003,Prime Group,USA,Copper,USD_per_ton,8797.14,377,3316523.0,36,0.802,0.0064
ORD000201,2023-02-03,SUP003,Prime Group,USA,Copper,USD_per_ton,8949.67,530,4743324.16,23,0.801,0.0262
ORD000202,2025-08-09,SUP003,Prime Group,USA,Copper,USD_per_ton,9009.67,413,3720995.22,21,0.904,0.0735
ORD000203,2023-05-15,SUP003,Prime Group,USA,Copper,USD_per_ton,8877.43,987,8762019.81,29,0.853,0.085
ORD000204,2024-12-31,SUP003,Prime Group,USA,Copper,USD_per_ton,8846.4,389,3441251.0,14,0.949,0.1403
ORD000205,2024-03-01,SUP003,Prime Group,USA,Copper,USD_per_ton,8815.62,517,4557673.31,10,0.877,0.0997
ORD000206,2024-10-04,SUP003,Prime Group,USA,Copper,USD_per_ton,8783.95,446,3917639.78,47,0.871,0.0691
ORD000207,2023-04-06,SUP003,Prime Group,USA,Copper,USD_per_ton,8810.24,628,5532831.73,27,0.886,0.0077
